id,created_at,reference,pac_values_1,pac_values_2,pac_values_3,pac_values_4,total_energy_values_1,total_energy_values_2,total_energy_values_3,total_energy_values_4,year_energy_values_1,year_energy_values_2,year_energy_values_3,year_energy_values_4,year_energy_unit
2919913,May 16 2022 00:00:00,comfenalco1-inverter,0.0,0.0,0.0,0.0,12171300.0,12023000.0,7383050.0,7273560.0,6950530.0,6891200.0,4240720.0,4096680.0,Wh
2919914,May 16 2022 00:00:00,takurika1-inverter,0.0,0.0,0.0,0.0,7779340.0,9516440.0,0.0,0.0,5110540.0,6323940.0,0.0,0.0,Wh
2919915,May 16 2022 00:00:00,comfenalco1-inverter,0.0,0.0,0.0,0.0,12171300.0,12023000.0,7383050.0,7273560.0,6950530.0,6891200.0,4240720.0,4096680.0,Wh
2919916,May 16 2022 00:00:00,takurika1-inverter,0.0,0.0,0.0,0.0,7779340.0,9516440.0,0.0,0.0,5110540.0,6323940.0,0.0,0.0,Wh
2919917,May 16 2022 00:00:00,comfenalco1-inverter,0.0,0.0,0.0,0.0,12171300.0,12023000.0,7383050.0,7273560.0,6950530.0,6891200.0,4240720.0,4096680.0,Wh
2919918,May 16 2022 00:00:00,takurika1-inverter,0.0,0.0,0.0,0.0,7779340.0,9516440.0,0.0,0.0,5110540.0,6323940.0,0.0,0.0,Wh
2919919,May 16 2022 00:00:00,comfenalco1-inverter,0.0,0.0,0.0,0.0,12171300.0,12023000.0,7383050.0,7273560.0,6950530.0,6891200.0,4240720.0,4096680.0,Wh
2919920,May 16 2022 00:00:00,takurika1-inverter,0.0,0.0,0.0,0.0,7779340.0,9516440.0,0.0,0.0,5110540.0,6323940.0,0.0,0.0,Wh
2919921,May 16 2022 00:00:00,comfenalco1-inverter,0.0,0.0,0.0,0.0,12171300.0,12023000.0,7383050.0,7273560.0,6950530.0,6891200.0,4240720.0,4096680.0,Wh
2919922,May 16 2022 00:00:00,takurika1-inverter,0.0,0.0,0.0,0.0,7779340.0,9516440.0,0.0,0.0,5110540.0,6323940.0,0.0,0.0,Wh
