id,date,energyreal_wac_sum_consumed,energyreal_wac_sum_produced,current_ac_sum,powerreal_p_sum,reference,voltage_ac_phase_average
3017885,"['May', '11', '2022', '00:00:00']",16109800.0,21815.0,36.4211,4400.41,edlv-meter,127.294
3017886,"['May', '11', '2022', '00:00:00']",33035700.0,242125.0,38.6302,3976.36,comfenalco1-meter,128.31
3017887,"['May', '11', '2022', '00:00:00']",3091590.0,12395900.0,4.68681,311.961,takurika1-meter,125.493
3017888,"['May', '11', '2022', '00:00:00']",33035800.0,242125.0,38.6855,3983.18,comfenalco1-meter,128.39
3017889,"['May', '11', '2022', '00:00:00']",3091590.0,12395900.0,4.69413,312.106,takurika1-meter,125.466
3017890,"['May', '11', '2022', '00:00:00']",33035800.0,242125.0,38.6771,3989.85,comfenalco1-meter,128.3
3017891,"['May', '11', '2022', '00:00:00']",3091600.0,12395900.0,4.68769,311.132,takurika1-meter,125.419
3017892,"['May', '11', '2022', '00:00:00']",33035800.0,242125.0,38.2217,3910.91,comfenalco1-meter,128.269
3004254,"['May', '10', '2022', '00:00:00']",32833600.0,242056.0,66.4176,7334.79,comfenalco1-meter,128.031
3004255,"['May', '10', '2022', '00:00:00']",16043500.0,21652.0,34.7294,4271.77,edlv-meter,127.861
3004256,"['May', '10', '2022', '00:00:00']",32833600.0,242056.0,65.4372,7187.19,comfenalco1-meter,127.809
3004257,"['May', '10', '2022', '00:00:00']",32833700.0,242056.0,65.4823,7191.48,comfenalco1-meter,127.829
3004258,"['May', '10', '2022', '00:00:00']",32833700.0,242056.0,65.3429,7183.66,comfenalco1-meter,128.031
3004259,"['May', '10', '2022', '00:00:00']",32833700.0,242056.0,65.8693,7247.24,comfenalco1-meter,127.905
3004260,"['May', '10', '2022', '00:00:00']",32833700.0,242056.0,50.9176,5466.67,comfenalco1-meter,127.921
3004261,"['May', '10', '2022', '00:01:00']",32833700.0,242056.0,51.3753,5546.16,comfenalco1-meter,127.979
3004262,"['May', '10', '2022', '00:01:00']",16043500.0,21652.0,39.9693,4959.81,edlv-meter,127.632
3004263,"['May', '10', '2022', '00:01:00']",32833700.0,242056.0,51.4678,5552.85,comfenalco1-meter,127.9
2994180,"['May', '09', '2022', '00:00:00']",15970100.0,21606.0,35.2556,4252.26,edlv-meter,126.846
2994181,"['May', '09', '2022', '00:00:00']",32593300.0,242018.0,39.8686,4074.16,comfenalco1-meter,126.237
2994182,"['May', '09', '2022', '00:00:00']",32593300.0,242018.0,39.7107,4056.34,comfenalco1-meter,126.084
2994183,"['May', '09', '2022', '00:00:00']",32593400.0,242018.0,39.7752,4064.87,comfenalco1-meter,126.229
2994184,"['May', '09', '2022', '00:00:00']",32593400.0,242018.0,39.7381,4062.52,comfenalco1-meter,126.273
2994185,"['May', '09', '2022', '00:00:00']",32593400.0,242018.0,40.4093,4155.81,comfenalco1-meter,126.171
2994186,"['May', '09', '2022', '00:00:00']",32593400.0,242018.0,40.378,4156.05,comfenalco1-meter,126.257
2994187,"['May', '09', '2022', '00:01:00']",15970200.0,21606.0,36.3405,4380.59,edlv-meter,126.94
2994188,"['May', '09', '2022', '00:01:00']",32593400.0,242018.0,40.2095,4134.99,comfenalco1-meter,126.256
2994189,"['May', '09', '2022', '00:01:00']",32593400.0,242018.0,40.2519,4140.54,comfenalco1-meter,126.311
2984256,"['May', '08', '2022', '00:00:00']",15886700.0,21542.0,83.327,10285.1,edlv-meter,125.537
2984257,"['May', '08', '2022', '00:00:00']",32538200.0,242004.0,36.658,3626.92,comfenalco1-meter,127.653
2984258,"['May', '08', '2022', '00:00:00']",32538200.0,242004.0,36.2023,3559.5,comfenalco1-meter,127.722
2984259,"['May', '08', '2022', '00:00:00']",32538200.0,242004.0,36.9534,3657.13,comfenalco1-meter,127.697
2984260,"['May', '08', '2022', '00:00:00']",32538200.0,242004.0,36.8537,3649.59,comfenalco1-meter,127.865
2984261,"['May', '08', '2022', '00:00:00']",32538200.0,242004.0,36.9062,3654.68,comfenalco1-meter,127.801
2984262,"['May', '08', '2022', '00:00:00']",32538200.0,242004.0,36.828,3644.47,comfenalco1-meter,127.819
2984263,"['May', '08', '2022', '00:01:00']",15886800.0,21542.0,77.1415,9533.47,edlv-meter,125.74
2984264,"['May', '08', '2022', '00:01:00']",32538200.0,242004.0,36.8487,3645.18,comfenalco1-meter,127.902
2984265,"['May', '08', '2022', '00:01:00']",32538200.0,242004.0,37.3145,3717.86,comfenalco1-meter,127.752
2974809,"['May', '07', '2022', '00:00:00']",32478600.0,241909.0,38.5133,3905.53,comfenalco1-meter,127.562
2974810,"['May', '07', '2022', '00:00:00']",15735800.0,21537.0,39.7966,4848.51,edlv-meter,127.319
2974811,"['May', '07', '2022', '00:00:00']",32478600.0,241909.0,38.5269,3907.04,comfenalco1-meter,127.566
2974812,"['May', '07', '2022', '00:00:00']",32478600.0,241909.0,38.4912,3905.43,comfenalco1-meter,127.611
2974813,"['May', '07', '2022', '00:00:00']",32478700.0,241909.0,38.4974,3904.44,comfenalco1-meter,127.555
2974814,"['May', '07', '2022', '00:00:00']",32478700.0,241909.0,38.4773,3901.12,comfenalco1-meter,127.528
2974815,"['May', '07', '2022', '00:00:00']",32478700.0,241909.0,38.4602,3903.4,comfenalco1-meter,127.668
2974816,"['May', '07', '2022', '00:01:00']",32478700.0,241909.0,38.4726,3901.24,comfenalco1-meter,127.546
2974817,"['May', '07', '2022', '00:01:00']",15735900.0,21537.0,58.4418,7141.6,edlv-meter,127.31
2974818,"['May', '07', '2022', '00:01:00']",32478700.0,241909.0,38.4301,3893.64,comfenalco1-meter,127.528
2964989,"['May', '06', '2022', '00:00:00']",32260000.0,241905.0,55.7077,6086.95,comfenalco1-meter,126.579
2964990,"['May', '06', '2022', '00:00:00']",15627700.0,21529.0,32.359,3928.89,edlv-meter,126.95
2964991,"['May', '06', '2022', '00:00:00']",32260000.0,241905.0,56.4397,6185.29,comfenalco1-meter,126.704
2964992,"['May', '06', '2022', '00:00:00']",32260000.0,241905.0,56.0767,6136.96,comfenalco1-meter,126.646
2964993,"['May', '06', '2022', '00:00:00']",32260100.0,241905.0,58.0436,6397.88,comfenalco1-meter,126.688
2964994,"['May', '06', '2022', '00:00:00']",32260100.0,241905.0,57.4152,6335.17,comfenalco1-meter,126.708
2964995,"['May', '06', '2022', '00:00:00']",32260100.0,241905.0,57.4281,6335.0,comfenalco1-meter,126.699
2964996,"['May', '06', '2022', '00:01:00']",15627800.0,21529.0,32.081,3897.74,edlv-meter,127.159
2964997,"['May', '06', '2022', '00:01:00']",32260100.0,241905.0,56.75,6254.57,comfenalco1-meter,126.746
2964998,"['May', '06', '2022', '00:01:00']",32260100.0,241905.0,56.7256,6248.75,comfenalco1-meter,126.725
2949208,"['May', '05', '2022', '00:00:00']",2944070.0,12148500.0,4.54672,311.202,takurika1-meter,126.877
2949209,"['May', '05', '2022', '00:00:00']",32054100.0,241826.0,69.1521,7881.88,comfenalco1-meter,126.129
2949210,"['May', '05', '2022', '00:00:00']",15540600.0,21481.0,53.9152,6522.66,edlv-meter,126.884
2949211,"['May', '05', '2022', '00:00:00']",2944070.0,12148500.0,4.5481,312.138,takurika1-meter,126.95
2949212,"['May', '05', '2022', '00:00:00']",32054100.0,241826.0,69.107,7878.68,comfenalco1-meter,126.134
2949213,"['May', '05', '2022', '00:00:00']",2944070.0,12148500.0,4.55161,312.16,takurika1-meter,126.904
2949214,"['May', '05', '2022', '00:00:00']",32054100.0,241826.0,68.7675,7832.41,comfenalco1-meter,126.125
2949215,"['May', '05', '2022', '00:00:00']",2944070.0,12148500.0,4.54507,311.437,takurika1-meter,126.979
2949216,"['May', '05', '2022', '00:00:00']",32054200.0,241826.0,68.2791,7774.27,comfenalco1-meter,126.225
2949217,"['May', '05', '2022', '00:00:00']",2944070.0,12148500.0,4.54251,311.558,takurika1-meter,127.065
2931230,"['May', '04', '2022', '00:00:00']",31873400.0,241733.0,39.3032,4039.43,comfenalco1-meter,126.998
2931231,"['May', '04', '2022', '00:00:00']",15457000.0,21397.0,42.4322,5193.29,edlv-meter,126.814
2931232,"['May', '04', '2022', '00:00:00']",2927920.0,12112100.0,4.52114,312.524,takurika1-meter,126.611
2931233,"['May', '04', '2022', '00:00:00']",31873400.0,241733.0,39.2776,4047.23,comfenalco1-meter,127.018
2931234,"['May', '04', '2022', '00:00:00']",2927920.0,12112100.0,4.51701,312.017,takurika1-meter,126.66
2931235,"['May', '04', '2022', '00:00:00']",31873400.0,241733.0,38.9151,4006.87,comfenalco1-meter,127.167
2931236,"['May', '04', '2022', '00:00:00']",2927930.0,12112100.0,4.51678,312.428,takurika1-meter,126.859
2931237,"['May', '04', '2022', '00:00:00']",31873400.0,241733.0,39.7275,4100.76,comfenalco1-meter,127.149
2931238,"['May', '04', '2022', '00:00:00']",2927930.0,12112100.0,4.51311,311.743,takurika1-meter,126.86
2931239,"['May', '04', '2022', '00:00:00']",31873400.0,241733.0,39.7822,4110.23,comfenalco1-meter,127.147
2913379,"['May', '03', '2022', '00:00:00']",31641600.0,241651.0,83.4399,9647.07,comfenalco1-meter,126.766
2913380,"['May', '03', '2022', '00:00:00']",15391200.0,21246.0,35.9319,4382.88,edlv-meter,126.772
2913381,"['May', '03', '2022', '00:00:00']",2898000.0,12068400.0,4.65578,312.638,takurika1-meter,126.477
2913382,"['May', '03', '2022', '00:00:00']",31641600.0,241651.0,83.9682,9738.03,comfenalco1-meter,126.843
2913383,"['May', '03', '2022', '00:00:00']",2898000.0,12068400.0,4.64741,311.662,takurika1-meter,126.521
2913384,"['May', '03', '2022', '00:00:00']",31641600.0,241651.0,83.8326,9709.69,comfenalco1-meter,126.694
2913385,"['May', '03', '2022', '00:00:00']",2898000.0,12068400.0,4.65473,312.038,takurika1-meter,126.542
2913386,"['May', '03', '2022', '00:00:00']",31641800.0,241651.0,83.4567,9667.21,comfenalco1-meter,126.751
2913387,"['May', '03', '2022', '00:00:00']",2898000.0,12068400.0,4.64687,311.702,takurika1-meter,126.487
2913388,"['May', '03', '2022', '00:00:00']",31641800.0,241651.0,84.2432,9756.88,comfenalco1-meter,126.753
2894990,"['May', '02', '2022', '00:00:00']",15309100.0,21146.0,61.7979,7496.95,edlv-meter,126.606
2894991,"['May', '02', '2022', '00:00:00']",2895340.0,11967200.0,4.58219,310.166,takurika1-meter,123.921
2894992,"['May', '02', '2022', '00:00:00']",31406500.0,241576.0,39.2265,4000.45,comfenalco1-meter,126.702
2894993,"['May', '02', '2022', '00:00:00']",2895340.0,11967200.0,4.5858,310.762,takurika1-meter,124.027
2894994,"['May', '02', '2022', '00:00:00']",31406500.0,241576.0,39.2145,4002.3,comfenalco1-meter,126.809
2894995,"['May', '02', '2022', '00:00:00']",2895340.0,11967200.0,4.58779,310.217,takurika1-meter,123.95
2894996,"['May', '02', '2022', '00:00:00']",31406500.0,241576.0,39.2481,4001.29,comfenalco1-meter,126.751
2894997,"['May', '02', '2022', '00:00:00']",2895340.0,11967200.0,4.58202,310.629,takurika1-meter,124.176
2894998,"['May', '02', '2022', '00:00:00']",31406500.0,241576.0,39.2283,4006.64,comfenalco1-meter,126.948
2894999,"['May', '02', '2022', '00:00:00']",2895340.0,11967200.0,4.58711,310.44,takurika1-meter,123.943
2877135,"['May', '01', '2022', '00:00:00']",2878710.0,11941500.0,4.56248,309.439,takurika1-meter,123.437
2877136,"['May', '01', '2022', '00:00:00']",31352400.0,241518.0,36.0162,3554.49,comfenalco1-meter,127.702
2877137,"['May', '01', '2022', '00:00:00']",2878710.0,11941500.0,4.55579,309.687,takurika1-meter,123.548
2877138,"['May', '01', '2022', '00:00:00']",31352400.0,241518.0,36.0247,3559.43,comfenalco1-meter,127.786
2877139,"['May', '01', '2022', '00:00:00']",31352400.0,241518.0,35.9625,3550.78,comfenalco1-meter,127.631
2877140,"['May', '01', '2022', '00:00:00']",2878710.0,11941500.0,4.56006,309.436,takurika1-meter,123.256
2877141,"['May', '01', '2022', '00:00:00']",15204800.0,21045.0,61.3285,7379.58,edlv-meter,125.113
2877142,"['May', '01', '2022', '00:00:00']",2878710.0,11941500.0,4.56052,309.416,takurika1-meter,123.52
2877143,"['May', '01', '2022', '00:00:00']",31352400.0,241518.0,36.0825,3563.77,comfenalco1-meter,127.822
2877144,"['May', '01', '2022', '00:00:00']",31352400.0,241518.0,37.3598,3747.57,comfenalco1-meter,127.732
2860062,"['Apr', '30', '2022', '00:00:00']",2835770.0,11932400.0,4.9878,433.841,takurika1-meter,123.449
2860063,"['Apr', '30', '2022', '00:00:00']",15120900.0,20893.0,36.7766,4402.77,edlv-meter,126.21
2860064,"['Apr', '30', '2022', '00:00:00']",31309200.0,241446.0,37.7635,3771.72,comfenalco1-meter,125.73
2860065,"['Apr', '30', '2022', '00:00:00']",2835770.0,11932400.0,4.9851,433.745,takurika1-meter,123.484
2860066,"['Apr', '30', '2022', '00:00:00']",31309200.0,241446.0,38.1522,3836.56,comfenalco1-meter,125.839
2860067,"['Apr', '30', '2022', '00:00:00']",2835770.0,11932400.0,4.98319,433.225,takurika1-meter,123.41
2860068,"['Apr', '30', '2022', '00:00:00']",31309200.0,241446.0,38.174,3836.63,comfenalco1-meter,125.8
2860069,"['Apr', '30', '2022', '00:00:00']",2835770.0,11932400.0,4.9882,433.978,takurika1-meter,123.481
2860070,"['Apr', '30', '2022', '00:00:00']",31309200.0,241446.0,38.2352,3843.06,comfenalco1-meter,125.849
2860071,"['Apr', '30', '2022', '00:00:00']",2835780.0,11932400.0,4.9853,433.666,takurika1-meter,123.518
2842369,"['Apr', '29', '2022', '00:00:00']",2832080.0,11868100.0,4.5807,310.952,takurika1-meter,125.167
2842370,"['Apr', '29', '2022', '00:00:00']",31153200.0,241361.0,25.4006,1665.51,comfenalco1-meter,130.69
2842371,"['Apr', '29', '2022', '00:00:00']",2832080.0,11868100.0,4.57004,311.113,takurika1-meter,125.319
2842372,"['Apr', '29', '2022', '00:00:00']",31153200.0,241361.0,25.741,1750.5,comfenalco1-meter,130.825
2842373,"['Apr', '29', '2022', '00:00:00']",2832080.0,11868100.0,4.57457,310.993,takurika1-meter,125.267
2842374,"['Apr', '29', '2022', '00:00:00']",31153200.0,241361.0,25.7448,1748.58,comfenalco1-meter,130.835
2842375,"['Apr', '29', '2022', '00:00:00']",2832080.0,11868100.0,4.58439,311.47,takurika1-meter,125.188
2842376,"['Apr', '29', '2022', '00:00:00']",31153200.0,241361.0,25.7462,1751.32,comfenalco1-meter,130.774
2842377,"['Apr', '29', '2022', '00:00:00']",2832080.0,11868100.0,4.57475,310.935,takurika1-meter,125.256
2842378,"['Apr', '29', '2022', '00:00:00']",31153200.0,241361.0,25.7455,1751.22,comfenalco1-meter,130.779
2824163,"['Apr', '28', '2022', '00:00:00']",14891700.0,20718.0,58.0574,6750.04,edlv-meter,126.852
2824164,"['Apr', '28', '2022', '00:00:00']",2799300.0,11847300.0,4.8153,331.754,takurika1-meter,123.809
2824165,"['Apr', '28', '2022', '00:00:00']",30974600.0,241280.0,56.5839,6127.04,comfenalco1-meter,130.071
2824166,"['Apr', '28', '2022', '00:00:00']",30974600.0,241280.0,55.8124,6036.55,comfenalco1-meter,130.072
2824167,"['Apr', '28', '2022', '00:00:00']",2799300.0,11847300.0,4.80978,331.302,takurika1-meter,123.888
2824168,"['Apr', '28', '2022', '00:00:00']",30974600.0,241280.0,55.434,5997.15,comfenalco1-meter,130.074
2824169,"['Apr', '28', '2022', '00:00:00']",2799300.0,11847300.0,4.8248,332.545,takurika1-meter,123.875
2824170,"['Apr', '28', '2022', '00:00:00']",30974600.0,241280.0,55.2329,5946.46,comfenalco1-meter,130.157
2824171,"['Apr', '28', '2022', '00:00:00']",2799300.0,11847300.0,4.81176,331.686,takurika1-meter,123.949
2824172,"['Apr', '28', '2022', '00:00:00']",30974700.0,241280.0,55.1886,5943.75,comfenalco1-meter,130.067
2805618,"['Apr', '27', '2022', '00:00:00']",2740580.0,11843400.0,4.54646,312.456,takurika1-meter,124.654
2805619,"['Apr', '27', '2022', '00:00:00']",30768500.0,241237.0,38.0622,3881.44,comfenalco1-meter,128.413
2805620,"['Apr', '27', '2022', '00:00:00']",14811600.0,20603.0,37.4021,4543.27,edlv-meter,127.324
2805621,"['Apr', '27', '2022', '00:00:00']",2740580.0,11843400.0,4.53057,311.538,takurika1-meter,124.722
2805622,"['Apr', '27', '2022', '00:00:00']",30768500.0,241237.0,38.0154,3881.62,comfenalco1-meter,128.643
2805623,"['Apr', '27', '2022', '00:00:00']",2740580.0,11843400.0,4.53596,311.733,takurika1-meter,124.658
2805624,"['Apr', '27', '2022', '00:00:00']",30768500.0,241237.0,37.9838,3876.79,comfenalco1-meter,128.589
2805625,"['Apr', '27', '2022', '00:00:00']",2740580.0,11843400.0,4.54736,312.478,takurika1-meter,124.68
2805626,"['Apr', '27', '2022', '00:00:00']",30768500.0,241237.0,37.9697,3873.17,comfenalco1-meter,128.56
2805627,"['Apr', '27', '2022', '00:00:00']",2740580.0,11843400.0,4.5404,311.703,takurika1-meter,124.617
2787758,"['Apr', '26', '2022', '00:00:00']",2715340.0,11811100.0,5.0103,432.349,takurika1-meter,124.502
2787759,"['Apr', '26', '2022', '00:00:00']",30603000.0,241108.0,25.9493,1851.94,comfenalco1-meter,128.192
2787760,"['Apr', '26', '2022', '00:00:00']",14751100.0,20525.0,37.2772,4532.94,edlv-meter,126.928
2787761,"['Apr', '26', '2022', '00:00:00']",2715340.0,11811100.0,5.016,432.447,takurika1-meter,124.49
2787762,"['Apr', '26', '2022', '00:00:00']",30603000.0,241108.0,25.9483,1847.17,comfenalco1-meter,128.117
2787763,"['Apr', '26', '2022', '00:00:00']",2715340.0,11811100.0,5.02643,433.397,takurika1-meter,124.509
2787764,"['Apr', '26', '2022', '00:00:00']",30603000.0,241108.0,25.9923,1851.65,comfenalco1-meter,128.148
2787765,"['Apr', '26', '2022', '00:00:00']",2715340.0,11811100.0,5.02322,432.67,takurika1-meter,124.513
2787766,"['Apr', '26', '2022', '00:00:00']",30603000.0,241108.0,25.7159,1776.46,comfenalco1-meter,128.171
2787767,"['Apr', '26', '2022', '00:00:00']",2715340.0,11811100.0,5.02127,432.945,takurika1-meter,124.57
2769415,"['Apr', '25', '2022', '00:00:00']",30366900.0,241076.0,36.7261,3699.24,comfenalco1-meter,129.313
2769416,"['Apr', '25', '2022', '00:00:00']",14681700.0,20369.0,38.1262,4566.52,edlv-meter,126.636
2769417,"['Apr', '25', '2022', '00:00:00']",2699480.0,11781500.0,4.59514,310.646,takurika1-meter,123.387
2769418,"['Apr', '25', '2022', '00:00:00']",30366900.0,241076.0,36.6739,3690.94,comfenalco1-meter,129.288
2769419,"['Apr', '25', '2022', '00:00:00']",2699480.0,11781500.0,4.59834,310.807,takurika1-meter,123.334
2769420,"['Apr', '25', '2022', '00:00:00']",30366900.0,241076.0,36.2098,3616.29,comfenalco1-meter,129.267
2769421,"['Apr', '25', '2022', '00:00:00']",2699480.0,11781500.0,4.59113,310.697,takurika1-meter,123.404
2769422,"['Apr', '25', '2022', '00:00:00']",30366900.0,241076.0,36.2278,3615.35,comfenalco1-meter,129.23
2769423,"['Apr', '25', '2022', '00:00:00']",2699480.0,11781500.0,4.59535,311.446,takurika1-meter,123.338
2769424,"['Apr', '25', '2022', '00:00:00']",30366900.0,241076.0,36.2565,3622.59,comfenalco1-meter,129.197
2751255,"['Apr', '24', '2022', '00:00:00']",2693120.0,11712800.0,4.61029,310.876,takurika1-meter,124.433
2751256,"['Apr', '24', '2022', '00:00:00']",30326600.0,240941.0,36.9103,3726.35,comfenalco1-meter,128.967
2751257,"['Apr', '24', '2022', '00:00:00']",14617600.0,20301.0,41.2362,5021.91,edlv-meter,126.584
2751258,"['Apr', '24', '2022', '00:00:00']",2693120.0,11712800.0,4.60688,311.154,takurika1-meter,124.446
2751259,"['Apr', '24', '2022', '00:00:00']",30326600.0,240941.0,36.9038,3722.96,comfenalco1-meter,129.057
2751260,"['Apr', '24', '2022', '00:00:00']",2693120.0,11712800.0,4.61187,310.848,takurika1-meter,124.342
2751261,"['Apr', '24', '2022', '00:00:00']",30326600.0,240941.0,36.495,3641.66,comfenalco1-meter,128.893
2751262,"['Apr', '24', '2022', '00:00:00']",2693120.0,11712800.0,4.61168,311.371,takurika1-meter,124.348
2751263,"['Apr', '24', '2022', '00:00:00']",30326600.0,240941.0,36.5361,3649.77,comfenalco1-meter,128.982
2751264,"['Apr', '24', '2022', '00:00:00']",2693120.0,11712800.0,4.6123,311.102,takurika1-meter,124.368
2732739,"['Apr', '23', '2022', '00:00:00']",2672320.0,11684200.0,4.56348,311.887,takurika1-meter,124.091
2732740,"['Apr', '23', '2022', '00:00:00']",30279600.0,240835.0,38.5873,3964.63,comfenalco1-meter,129.52
2732741,"['Apr', '23', '2022', '00:00:00']",14550400.0,20211.0,41.0815,5007.04,edlv-meter,126.97
2732742,"['Apr', '23', '2022', '00:00:00']",2672320.0,11684200.0,4.56042,312.408,takurika1-meter,124.096
2732743,"['Apr', '23', '2022', '00:00:00']",30279600.0,240835.0,38.5428,3957.18,comfenalco1-meter,129.5
2732744,"['Apr', '23', '2022', '00:00:00']",2672320.0,11684200.0,4.55686,311.83,takurika1-meter,124.15
2732745,"['Apr', '23', '2022', '00:00:00']",30279600.0,240835.0,38.0624,3883.56,comfenalco1-meter,129.561
2732746,"['Apr', '23', '2022', '00:00:00']",2672320.0,11684200.0,4.56703,312.449,takurika1-meter,124.126
2732747,"['Apr', '23', '2022', '00:00:00']",30279600.0,240835.0,38.0445,3878.0,comfenalco1-meter,129.474
2732748,"['Apr', '23', '2022', '00:00:00']",2672320.0,11684200.0,4.56306,311.482,takurika1-meter,124.066
2714992,"['Apr', '22', '2022', '00:00:00']",30140600.0,240669.0,39.4022,3982.26,comfenalco1-meter,126.715
2714993,"['Apr', '22', '2022', '00:00:00']",2666890.0,11638700.0,4.64125,313.084,takurika1-meter,124.22
2714994,"['Apr', '22', '2022', '00:00:00']",30140600.0,240669.0,39.8008,4053.17,comfenalco1-meter,126.778
2714995,"['Apr', '22', '2022', '00:00:00']",2666890.0,11638700.0,4.63026,312.962,takurika1-meter,124.39
2714996,"['Apr', '22', '2022', '00:00:00']",30140600.0,240669.0,39.8365,4054.53,comfenalco1-meter,126.866
2714997,"['Apr', '22', '2022', '00:00:00']",2666890.0,11638700.0,4.63336,313.113,takurika1-meter,124.441
2714998,"['Apr', '22', '2022', '00:00:00']",30140600.0,240669.0,39.8667,4059.26,comfenalco1-meter,126.855
2714999,"['Apr', '22', '2022', '00:00:00']",2666890.0,11638700.0,4.63367,313.479,takurika1-meter,124.395
2715000,"['Apr', '22', '2022', '00:00:00']",30140600.0,240669.0,39.8718,4056.92,comfenalco1-meter,126.727
2715001,"['Apr', '22', '2022', '00:00:00']",2666890.0,11638700.0,4.62776,312.624,takurika1-meter,124.314
2697923,"['Apr', '21', '2022', '00:00:00']",29971300.0,240477.0,39.2856,4113.74,comfenalco1-meter,127.846
2697924,"['Apr', '21', '2022', '00:00:00']",2641880.0,11611700.0,4.60998,311.683,takurika1-meter,123.964
2697925,"['Apr', '21', '2022', '00:00:00']",29971300.0,240477.0,39.3398,4121.89,comfenalco1-meter,127.945
2697926,"['Apr', '21', '2022', '00:00:00']",2641880.0,11611700.0,4.60687,312.141,takurika1-meter,124.086
2697927,"['Apr', '21', '2022', '00:00:00']",29971300.0,240477.0,39.3563,4114.23,comfenalco1-meter,127.946
2697928,"['Apr', '21', '2022', '00:00:00']",2641880.0,11611700.0,4.61037,312.167,takurika1-meter,123.961
2697929,"['Apr', '21', '2022', '00:00:00']",29971300.0,240477.0,39.3675,4120.07,comfenalco1-meter,127.912
2697930,"['Apr', '21', '2022', '00:00:00']",2641880.0,11611700.0,4.60205,311.591,takurika1-meter,124.077
2697931,"['Apr', '21', '2022', '00:00:00']",29971300.0,240477.0,54.7887,5893.37,comfenalco1-meter,127.902
2697932,"['Apr', '21', '2022', '00:00:00']",2641880.0,11611700.0,4.61311,312.715,takurika1-meter,123.937
2661330,"['Apr', '19', '2022', '00:00:00']",29527700.0,240306.0,38.8351,4025.5,comfenalco1-meter,128.24
2661331,"['Apr', '19', '2022', '00:00:00']",2626800.0,11474400.0,4.53899,310.51,takurika1-meter,123.819
2661332,"['Apr', '19', '2022', '00:00:00']",14176000.0,19934.0,35.5643,4292.49,edlv-meter,126.627
2661333,"['Apr', '19', '2022', '00:00:00']",29527700.0,240306.0,38.8147,4027.39,comfenalco1-meter,128.403
2661334,"['Apr', '19', '2022', '00:00:00']",2626800.0,11474400.0,4.52635,310.478,takurika1-meter,123.998
2661335,"['Apr', '19', '2022', '00:00:00']",29527700.0,240306.0,38.4377,3993.44,comfenalco1-meter,128.32
2661336,"['Apr', '19', '2022', '00:00:00']",2626800.0,11474400.0,4.53173,311.171,takurika1-meter,123.959
2661337,"['Apr', '19', '2022', '00:00:00']",29527700.0,240306.0,39.0698,4071.67,comfenalco1-meter,128.363
2661338,"['Apr', '19', '2022', '00:00:00']",2626800.0,11474400.0,4.53389,310.354,takurika1-meter,123.922
2661339,"['Apr', '19', '2022', '00:00:00']",29527700.0,240306.0,39.2646,4100.63,comfenalco1-meter,128.407
2642944,"['Apr', '18', '2022', '00:00:00']",14076700.0,19656.0,90.6688,11051.4,edlv-meter,126.193
2642945,"['Apr', '18', '2022', '00:00:00']",29320500.0,240203.0,68.2075,7897.36,comfenalco1-meter,128.504
2642946,"['Apr', '18', '2022', '00:00:00']",2616190.0,11415700.0,4.63056,310.671,takurika1-meter,124.657
2642947,"['Apr', '18', '2022', '00:00:00']",29320500.0,240203.0,66.8396,7713.49,comfenalco1-meter,128.668
2642948,"['Apr', '18', '2022', '00:00:00']",2616190.0,11415700.0,4.6346,310.175,takurika1-meter,124.458
2642949,"['Apr', '18', '2022', '00:00:00']",29320500.0,240203.0,66.503,7657.43,comfenalco1-meter,128.548
2642950,"['Apr', '18', '2022', '00:00:00']",2616190.0,11415700.0,4.63767,311.007,takurika1-meter,124.582
2642951,"['Apr', '18', '2022', '00:00:00']",29320500.0,240203.0,66.8318,7701.7,comfenalco1-meter,128.569
2642952,"['Apr', '18', '2022', '00:00:00']",2616190.0,11415700.0,4.63447,310.345,takurika1-meter,124.592
2642953,"['Apr', '18', '2022', '00:00:00']",29320500.0,240203.0,66.2936,7636.6,comfenalco1-meter,128.649
2624705,"['Apr', '17', '2022', '00:00:00']",29239500.0,240047.0,55.5078,5989.17,comfenalco1-meter,126.903
2624706,"['Apr', '17', '2022', '00:00:00']",13930700.0,19411.0,95.3998,11774.0,edlv-meter,125.228
2624707,"['Apr', '17', '2022', '00:00:00']",2598340.0,11352400.0,4.67502,310.132,takurika1-meter,122.184
2624708,"['Apr', '17', '2022', '00:00:00']",29239500.0,240047.0,55.5245,5990.54,comfenalco1-meter,127.035
2624709,"['Apr', '17', '2022', '00:00:00']",2598340.0,11352400.0,4.66338,309.349,takurika1-meter,122.415
2624710,"['Apr', '17', '2022', '00:00:00']",29239500.0,240047.0,54.248,5818.51,comfenalco1-meter,127.06
2624711,"['Apr', '17', '2022', '00:00:00']",2598340.0,11352400.0,4.66186,309.051,takurika1-meter,122.334
2624712,"['Apr', '17', '2022', '00:00:00']",29239500.0,240047.0,54.1238,5801.08,comfenalco1-meter,127.037
2624713,"['Apr', '17', '2022', '00:00:00']",2598340.0,11352400.0,4.66971,309.189,takurika1-meter,122.235
2624714,"['Apr', '17', '2022', '00:00:00']",29239500.0,240047.0,53.8615,5733.9,comfenalco1-meter,127.05
2606577,"['Apr', '16', '2022', '00:00:00']",29156800.0,239905.0,41.2696,4300.88,comfenalco1-meter,126.433
2606578,"['Apr', '16', '2022', '00:00:00']",13779800.0,19214.0,65.6523,7718.87,edlv-meter,124.732
